"id:ID","label","identifier","notation","alt_label","pref_label","definition","extensible","uuid","uri"
"3431","British Indian Ocean Territory","C16365","IOT","['BRITISH INDIAN OCEAN TERRITORY']","British Indian Ocean Territory","An archipelago in the Indian Ocean, about one-half the way from Africa to Indonesia.","False","bd5ddb28-45a9-4c75-b6b0-1af2b64f97fb","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16365"
"3432","Ireland","C16757","IRL","['IRELAND']","Ireland","A country in Western Europe, occupying five-sixths of the island of Ireland in the North Atlantic Ocean, west of Great Britain.","False","c4bc7b5f-bf0e-415f-9ddb-733c504faab3","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16757"
"3433","Iran","C16755","IRN","['IRAN']","Iran","A country in the Middle East, bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan.","False","5e757c4d-09c0-41ac-a487-6df24321f437","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16755"
"3434","Iraq","C16756","IRQ","['IRAQ']","Iraq","A country in the Middle East, bordering the Persian Gulf, between Iran and Kuwait.","False","45bc1240-887c-44f7-b613-304bfd5cfdbd","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16756"
"3435","Iceland","C16704","ISL","['ICELAND']","Iceland","A country in Northern Europe, island between the Greenland Sea and the North Atlantic Ocean, northwest of the UK.","False","b39e271c-b38d-47b1-b9b5-bc8e14af283e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16704"
"3436","Israel","C16760","ISR","['ISRAEL']","Israel","A country in the Middle East, bordering the Mediterranean Sea, between Egypt and Lebanon.","False","2fdf2407-7ba5-41fa-8f24-7948d8e33c99","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16760"
"3437","Italy","C16761","ITA","['ITALY']","Italy","A country in Southern Europe, occupying a peninsula extending into the central Mediterranean Sea, northeast of Tunisia.","False","3e27c5c9-57a1-41c4-9168-5059f86e25d9","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16761"
"3438","Jamaica","C16763","JAM","['JAMAICA']","Jamaica","An island in the Caribbean Sea, south of Cuba.","False","65510361-874e-43e7-a292-4b7339e89fe3","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16763"
"3439","Jordan","C16765","JOR","['JORDAN']","Jordan","A country in the Middle East, northwest of Saudi Arabia.","False","5edc7c5e-92f6-49cb-a065-e8d567f66f0d","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16765"
"3440","Japan","C16764","JPN","['JAPAN']","Japan","A country in Eastern Asia, occupying an island chain between the North Pacific Ocean and the Sea of Japan, east of the Korean Peninsula.","False","ef788f2b-9511-4fbd-9082-73ec6f22da5c","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16764"
"3441","Jersey","C64374","JRE","['JERSEY']","Jersey","Jersey and the other Channel Islands represent the last remnants of the medieval Dukedom of Normandy that held sway in both France and England. Jersey is a British crown dependency, but is not part of the UK.","False","7dd0fd92-bb3b-405e-8a88-5635f8a8520c","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C64374"
"3442","Kazakhstan","C20107","KAZ","['KAZAKHSTAN']","Kazakhstan","A country in Central Asia, northwest of China.","False","dc9fba5a-a4d8-4364-b9f5-40a1763c1ce3","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C20107"
"3443","Kenya","C16769","KEN","['KENYA']","Kenya","A country in Eastern Africa, bordering the Indian Ocean, between Somalia and Tanzania.","False","ecaea023-ffca-4d4a-ab8c-7776be969195","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16769"
"3444","Kyrgyzstan","C16771","KGZ","['KYRGYZSTAN']","Kyrgyzstan","A country in Central Asia, west of China.","False","67a94d5e-6b94-49ff-83fd-369c181c3b91","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16771"
"3445","Cambodia","C16378","KHM","['CAMBODIA']","Cambodia","A country in Southeastern Asia, bordering the Gulf of Thailand, between Thailand, Vietnam, and Laos.","False","81b3036d-3f2f-4ec2-bc41-42654b0f80b6","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16378"
"3446","Kiribati","C16639","KIR","['KIRIBATI']","Kiribati","A group of 33 coral atolls in the Pacific Ocean, straddling the equator; the capital Tarawa is about one-half of the way from Hawaii to Australia.","False","07e8ab42-338d-4b6c-9526-bf6c5e1914d5","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16639"
"3447","Saint Kitts and Nevis","C17885","KNA","['SAINT KITTS AND NEVIS']","Saint Kitts and Nevis","Islands in the Caribbean Sea, about one-third of the way from Puerto Rico to Trinidad and Tobago.","False","bd44f6c2-93f7-44cf-8fd5-e902d35321ac","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17885"
"3448","South Korea","C16774","KOR","['SOUTH KOREA']","South Korea","A country in Eastern Asia, occupying the southern half of the Korean Peninsula, bordering the Sea of Japan and the Yellow Sea.","False","3209e3e4-b676-4b95-b058-d166cbdbfe30","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16774"
"3449","Kuwait","C16775","KWT","['KUWAIT']","Kuwait","A country in the Middle East, bordering the Persian Gulf, between Iraq and Saudi Arabia.","False","6be23da3-83a4-46cd-8bfb-350a0f9da033","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16775"
"3450","Lao People's Democratic Republic","C16780","LAO","[""LAO PEOPLE'S DEMOCRATIC REPUBLIC""]","Lao People's Democratic Republic","A country in Southeastern Asia, northeast of Thailand, west of Vietnam.","False","456847ac-868a-4add-8714-efe404b89ab4","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16780"
"3451","Lebanon","C16784","LBN","['LEBANON']","Lebanon","A country in the Middle East, bordering the Mediterranean Sea, between Israel and Syria.","False","fccc800e-b545-4c08-9b90-f8504eb0055b","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16784"
"3452","Liberia","C16791","LBR","['LIBERIA']","Liberia","A country in Western Africa, bordering the North Atlantic Ocean, between Cote d'Ivoire and Sierra Leone.","False","affb9bb1-0f82-4ee4-8e2f-c7f5d1d98187","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16791"
"3453","Libyan Arab Jamahiriya","C16793","LBY","['LIBYAN ARAB JAMAHIRIYA']","Libyan Arab Jamahiriya","A country in Northern Africa, bordering the Mediterranean Sea, between Egypt and Tunisia.","False","7f28736a-054d-4ac8-abeb-1ddbb8b8dbf4","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16793"
"3454","Saint Lucia","C17113","LCA","['SAINT LUCIA']","Saint Lucia","A country in the Caribbean, occupying an island between the Caribbean Sea and North Atlantic Ocean, north of Trinidad and Tobago.","False","6e8035ae-9c9f-4aa5-8bf4-c4ae61a790d2","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17113"
"3455","Liechtenstein","C16794","LIE","['LIECHTENSTEIN']","Liechtenstein","A country in Central Europe, between Austria and Switzerland.","False","91339259-8286-4006-9984-9b6532f178a6","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16794"
"3456","Sri Lanka","C17163","LKA","['SRI LANKA']","Sri Lanka","A country in Southern Asia, occupying an island in the Indian Ocean, south of India.","False","e2dcad92-eba4-4a1c-923c-8c06b061a493","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17163"
"3457","Lesotho","C16787","LSO","['LESOTHO']","Lesotho","A country in Southern Africa, an enclave of South Africa.","False","3a02dfd1-fbba-4175-a05e-c405c1cc39bb","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16787"
"3458","Lithuania","C16799","LTU","['LITHUANIA']","Lithuania","A country in Eastern Europe, bordering the Baltic Sea, between Latvia and Russia.","False","26453b09-3472-4e4d-81f0-db980731183c","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16799"
"3459","Luxembourg","C16803","LUX","['LUXEMBOURG']","Luxembourg","A country in Western Europe, between France, Belgium, and Germany.","False","0f0b6ffc-7d78-4c66-8654-cfe73a167ee4","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16803"
"3460","Latvia","C16783","LVA","['LATVIA']","Latvia","A country in Eastern Europe, bordering the Baltic Sea, between Estonia and Lithuania.","False","cb66f851-7a32-42e9-b066-b4bf29176a57","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16783"
"3461","Macao","C16807","MAC","['MACAO']","Macao","A country in Eastern Asia, bordering the South China Sea and China.","False","ede0bbad-c11e-4356-a34d-7755d5f58a2a","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16807"
"3462","Morocco","C16878","MAR","['MOROCCO']","Morocco","A country in Northern Africa, bordering the North Atlantic Ocean and the Mediterranean Sea, between Algeria and Western Sahara.","False","203780f8-ef87-434b-8818-aeb5087c57f7","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16878"
"3463","Monaco","C16874","MCO","['MONACO']","Monaco","A country in Western Europe, bordering the Mediterranean Sea on the southern coast of France, near the border with Italy.","False","84d8c986-a677-43ac-beb8-8b4acdaff9dc","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16874"
"3464","Moldova","C16871","MDA","['MOLDOVA, REPUBLIC OF']","Moldova","A country in Eastern Europe, northeast of Romania.","False","a8180154-9ed7-4f68-8f2d-236729368d51","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16871"
"3465","Madagascar","C16808","MDG","['MADAGASCAR']","Madagascar","A country in Southern Africa, occupying an island in the Indian Ocean, east of Mozambique.","False","e2397b98-2cb1-4916-a6fe-39ee10e0090d","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16808"
"3466","Maldives","C16815","MDV","['MALDIVES']","Maldives","A country in Southern Asia, occupying a group of atolls in the Indian Ocean, south-southwest of India.","False","0d9ccf7e-3d78-4af0-b3a2-6358852c9a69","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16815"
"3467","Mexico","C16850","MEX","['MEXICO']","Mexico","A country in Central America, bordering the Caribbean Sea and the Gulf of Mexico, between Belize and the US and bordering the North Pacific Ocean, between Guatemala and the US.","False","04ffa0a3-52d1-4975-817e-61036c30832a","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16850"
"3468","Marshall Islands","C16822","MHL","['MARSHALL ISLANDS']","Marshall Islands","A group of atolls and reefs in the North Pacific Ocean, about one-half of the way from Hawaii to Australia.","False","ce5e1949-f3d5-4e4f-a381-e6706e2b3259","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16822"
"3469","Republic of Macedonia","C17654","MKD","['REPUBLIC OF MACEDONIA']","Republic of Macedonia","A country in Southeastern Europe, north of Greece.","False","902fb0ec-aacd-4769-88e3-724828856619","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17654"
"3470","Mali","C16816","MLI","['MALI']","Mali","A country in Western Africa, southwest of Algeria.","False","96a512f6-fedc-4312-951a-040edb87f6b5","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16816"
"3471","Malta","C16817","MLT","['MALTA']","Malta","A country in Southern Europe, occupying islands in the Mediterranean Sea, south of Sicily (Italy).","False","f83f4417-ee33-404d-b0eb-e8949b694c2e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16817"
"3472","Myanmar","C16370","MMR","['MYANMAR']","Myanmar","A country in Southeastern Asia, bordering the Andaman Sea and the Bay of Bengal, between Bangladesh and Thailand.","False","27387ce5-520b-444d-9b33-a2545af495be","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16370"
"3473","Montenegro","C64378","MNE","['MONTENEGRO']","Montenegro","A republic in Southeastern Europe, bordering the Adriatic Sea, between Albania and Bosnia and Herzegovina. Formerly part of Serbia and Montenegro (Federation Republic of Yugoslavia).","False","e6fc62c5-8aff-4388-9d90-d9944b0938c9","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C64378"
"3474","Mongolia","C16875","MNG","['MONGOLIA']","Mongolia","A country in Northern Asia, between China and Russia.","False","991d8319-c97b-4617-8deb-d42202831d77","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16875"
"3475","Northern Mariana Islands","C17882","MNP","['NORTHERN MARIANA ISLANDS']","Northern Mariana Islands","A country in the Pacific, comprising islands in the North Pacific Ocean, about three-quarters of the way from Hawaii to the Philippines.","False","bad7b116-1047-49cb-8d21-c0a9636ba8b3","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17882"
"3476","Mozambique","C16882","MOZ","['MOZAMBIQUE']","Mozambique","A country in Southern Africa, bordering the Mozambique Channel, between South Africa and Tanzania.","False","dc100c99-b8db-4eba-ae6a-c54d218e751b","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16882"
"3477","Mauritania","C16826","MRT","['MAURITANIA']","Mauritania","A country in Northern Africa, bordering the North Atlantic Ocean, between Senegal and Western Sahara.","False","59662f74-5cfc-42ae-91c2-06b84b0e4518","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16826"
"3478","Montserrat","C16876","MSR","['MONTSERRAT']","Montserrat","A country in the Caribbean, occupying an island in the Caribbean Sea, southeast of Puerto Rico.","False","27d5f8ef-1c5e-4117-8a24-2fc22fbf81fb","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16876"
"3479","Martinique","C16823","MTQ","['MARTINIQUE']","Martinique","An island in the Caribbean Sea, north of Trinidad and Tobago.","False","b2d9fd79-42fa-4112-9331-0eedc6c1510d","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16823"
"3480","Mauritius","C16827","MUS","['MAURITIUS']","Mauritius","A country in Southern Africa, occupying an island in the Indian Ocean, east of Madagascar.","False","9751a3bd-ebdb-4eb4-b0c2-1f6ce176ad9e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16827"
"3481","Malawi","C16813","MWI","['MALAWI']","Malawi","A country in Southern Africa, east of Zambia.","False","740c0138-aa62-4af0-a8de-a941c413a685","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16813"
"3482","Malaysia","C16814","MYS","['MALAYSIA']","Malaysia","A country in Southeastern Asia, occupying a peninsula and the northern one-third of the island of Borneo, bordering Indonesia and the South China Sea, south of Vietnam.","False","293ee824-21c0-478c-a2cc-1a70ff0b1897","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16814"
"3483","Mayotte","C16828","MYT","['MAYOTTE']","Mayotte","A country in Southern Africa, occupying an island in the Mozambique Channel, about one-half of the way from northern Madagascar to northern Mozambique.","False","f2e0459c-9a96-4831-ac43-521ceb185ca8","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16828"
"3484","Namibia","C16891","NAM","['NAMIBIA']","Namibia","A country in Southern Africa, bordering the South Atlantic Ocean, between Angola and South Africa.","False","29951e30-a215-4770-827e-26d2ab6a02e0","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16891"
"3485","New Caledonia","C16913","NCL","['NEW CALEDONIA']","New Caledonia","A country in the Pacific, comprised of islands in the South Pacific Ocean, east of Australia.","False","d469678b-7455-407f-be72-0139949b66c2","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16913"
"3486","Niger","C16916","NER","['NIGER']","Niger","A country in Western Africa, southeast of Algeria.","False","9c2cb236-d0af-4fcb-b507-41c028cca96f","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16916"
"3487","Norfolk Island","C16919","NFK","['NORFOLK ISLAND']","Norfolk Island","A country in the Pacific, occupying an island in the South Pacific Ocean, east of Australia.","False","b9d0213a-e561-46f3-a312-e715672f14d7","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16919"
"3488","Nigeria","C16917","NGA","['NIGERIA']","Nigeria","A country in Western Africa, bordering the Gulf of Guinea, between Benin and Cameroon.","False","c1c431ff-66e5-4ea1-8b05-92a902a02320","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16917"
"3489","Nicaragua","C16915","NIC","['NICARAGUA']","Nicaragua","A country in Central America, bordering both the Caribbean Sea and the North Pacific Ocean, between Costa Rica and Honduras.","False","23642ce5-cc92-45f1-a324-1bdd88173549","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16915"
"3490","Niue","C16918","NIU","['NIUE']","Niue","A country in the Pacific, occupying an island in the South Pacific Ocean, east of Tonga.","False","873fbdbc-bb22-4b59-9d72-bc440edea57e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16918"
"3491","Netherlands","C16903","NLD","['NETHERLANDS']","Netherlands","A country in Western Europe, bordering the North Sea, between Belgium and Germany.","False","eccae4ec-4cea-42ea-b906-32ec1d85ec85","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16903"
"3492","Norway","C16920","NOR","['NORWAY']","Norway","A country in Northern Europe, bordering the North Sea and the North Atlantic Ocean, west of Sweden.","False","e78d21e3-1cc8-4cb1-8413-ee2921a2f22c","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16920"
"3493","Nepal","C16901","NPL","['NEPAL']","Nepal","A country in Southern Asia, between China and India.","False","0c3f4232-7ccb-4047-b22c-a83b08429eb1","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16901"
"3494","Nauru","C16896","NRU","['NAURU']","Nauru","A country in Oceania, occupying an island in the South Pacific Ocean, south of the Marshall Islands.","False","7d263257-3ed4-4ec5-90f6-763482d780ab","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16896"
"3495","New Zealand","C16914","NZL","['NEW ZEALAND']","New Zealand","A country in the Pacific, comprised of islands in the South Pacific Ocean, southeast of Australia.","False","16e43d5e-bb27-4625-a689-17e41924eeb6","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16914"
"3496","Oman","C16933","OMN","['OMAN']","Oman","A country in the Middle East, bordering the Arabian Sea, Gulf of Oman, and Persian Gulf, between Yemen and the United Arab Emirates.","False","3ca45d8c-9ddd-4514-8c97-382c1a4f4af2","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16933"
"3497","Pakistan","C16949","PAK","['PAKISTAN']","Pakistan","A country in Southern Asia, bordering the Arabian Sea, between India on the east and Iran and Afghanistan on the west and China in the north.","False","4ee49556-f5b6-41f0-bd63-186631e7c58e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16949"
"3498","Panama","C16951","PAN","['PANAMA']","Panama","A country in Central America, bordering both the Caribbean Sea and the North Pacific Ocean, between Colombia and Costa Rica.","False","ccf46be4-e063-49f4-9b30-995923ca8e5f","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16951"
"3499","Pitcairn Island","C16993","PCN","['PITCAIRN']","Pitcairn Island","A country in the Pacific, comprised of islands in the South Pacific Ocean, about midway between Peru and New Zealand.","False","c65056dd-8927-445b-923e-d23f971d6d49","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16993"
"3500","Peru","C16972","PER","['PERU']","Peru","A country in Western South America, bordering the South Pacific Ocean, between Chile and Ecuador.","False","ae8ae473-9b61-4799-b991-a67402ea990e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16972"
"3501","Philippines","C16978","PHL","['PHILIPPINES']","Philippines","A country in Southeastern Asia, comprised of an archipelago between the Philippine Sea and the South China Sea, east of Vietnam.","False","f433aacb-e1b2-47ba-8335-ca4814136285","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16978"
"3502","Palau","C17733","PLW","['PALAU']","Palau","A country in the Pacific, comprising a group of islands in the North Pacific Ocean, southeast of the Philippines.","False","fa7a6443-7c53-42dd-b2bd-770ebfba58cc","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17733"
"3503","Papua New Guinea","C16952","PNG","['PAPUA NEW GUINEA']","Papua New Guinea","A country in Southeastern Asia, comprising a group of islands and including the eastern half of the island of New Guinea, between the Coral Sea and the South Pacific Ocean, east of Indonesia.","False","fcdba004-9602-4b2f-b227-f5e095d19e63","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16952"
"3504","Poland","C17002","POL","['POLAND']","Poland","A country in Central Europe, east of Germany.","False","3a69f205-0f87-4d62-aab7-54ffc1ab62d6","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17002"
"3505","Puerto Rico","C17043","PRI","['PUERTO RICO']","Puerto Rico","An island between the Caribbean Sea and the North Atlantic Ocean, east of the Dominican Republic.","False","682e45bc-73bf-4b2a-a765-0ccd65a00387","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17043"
"3506","North Korea","C16773","PRK","['NORTH KOREA']","North Korea","A country in Eastern Asia, occupying the northern half of the Korean Peninsula, bordering the Korea Bay and the Sea of Japan, between China and South Korea.","False","4ebe64bd-8bf5-439a-9472-4ec20b947e75","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16773"
"3507","Portugal","C17006","PRT","['PORTUGAL']","Portugal","A country in Southwestern Europe, bordering the North Atlantic Ocean, west of Spain.","False","7277382b-eb5c-4391-aeb6-05c1b70566e7","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17006"
"3508","Paraguay","C16953","PRY","['PARAGUAY']","Paraguay","A country in Central South America, northeast of Argentina.","False","4b2894ee-b04f-4df1-b004-89f333733a07","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16953"
"3509","Palestinian Territory, Occupied","C20110","PSE","['PALESTINIAN TERRITORY, OCCUPIED']","Palestinian Territory, Occupied","A collective name for the West Bank and the Gaza Strip, two territories in Palestine.","False","23add507-45d1-4c48-b15d-624a3a253eef","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C20110"
"3510","French Polynesia","C16594","PYF","['FRENCH POLYNESIA']","French Polynesia","An archipelago in the South Pacific Ocean, about one-half of the way from South America to Australia.","False","2b99796f-f5e0-4eb7-b8cb-0b81866ac524","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16594"
"3511","Qatar","C17045","QAT","['QATAR']","Qatar","A country in the Middle East, occupying a peninsula bordering the Persian Gulf and Saudi Arabia.","False","8739f9d3-95dd-4ec2-911d-c4a6c6820d88","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17045"
"3512","Reunion","C17095","REU","['REUNION']","Reunion","An Southern Africa, occupying an island in the Indian Ocean, east of Madagascar.","False","1a9886a2-7956-416d-9ed4-5b6a4d3beddb","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17095"
"3513","Romania","C17108","ROU","['ROMANIA']","Romania","A country in Southeastern Europe, bordering the Black Sea, between Bulgaria and Ukraine.","False","6e7de4e8-3c03-4eeb-aabb-ac1accbb74eb","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17108"
"3514","Russia","C17111","RUS","['RUSSIAN FEDERATION']","Russia","A country in Northern Asia (that part west of the Urals is sometimes included with Europe), bordering the Arctic Ocean, between Europe and the North Pacific Ocean.","False","1b3925e2-5fc5-4e3c-a270-3b116956d411","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17111"
"3515","Rwanda","C17112","RWA","['RWANDA']","Rwanda","A country in Central Africa, east of Democratic Republic of the Congo.","False","9c24f0a3-623f-40f4-8186-fd7c24ac8d59","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17112"
"3516","Saudi Arabia","C17117","SAU","['SAUDI ARABIA']","Saudi Arabia","A country in the Middle East, bordering the Persian Gulf and the Red Sea, north of Yemen.","False","9ef333fc-a4b2-40e3-91c0-7ecef6119981","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17117"
"3517","Serbia","C64377","SCG","['SERBIA']","Serbia","A republic in Southeastern Europe, bordering the Adriatic Sea, between Albania and Bosnia and Herzegovina. Formerly part of Serbia and Montenegro (Federation Republic of Yugoslavia).","False","3c070f7b-f3a3-4f22-b29b-e9c6b10a73bd","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C64377"
"3518","Sudan","C17170","SDN","['SUDAN']","Sudan","A country in Northern Africa, bordering the Red Sea, between Egypt and Eritrea.","False","4c2d38b1-0b32-4c00-ac25-71101041084e","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17170"
"3519","Senegal","C17121","SEN","['SENEGAL']","Senegal","A country in Western Africa, bordering the North Atlantic Ocean, between Guinea-Bissau and Mauritania.","False","4db87a53-3fcf-4ef5-a208-0bc3cd27b837","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17121"
"3520","Singapore","C17134","SGP","['SINGAPORE']","Singapore","A country in Southeastern Asia, comprised of islands between Malaysia and Indonesia.","False","5afeb293-ca41-466f-8a8c-5b420afdc7fc","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17134"
"3521","South Georgia and the South Sandwich Islands","C20111","SGS","['SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS']","South Georgia and the South Sandwich Islands","A group of islands in the South Atlantic Ocean, east of the tip of South America.","False","5255a47c-4224-49bd-8094-be816b535318","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C20111"
"3522","Saint Helena","C17164","SHN","['SAINT HELENA']","Saint Helena","Islands in the South Atlantic Ocean, about midway between South America and Africa.","False","44c71661-fcd6-46d5-956e-12bfc70f9ca8","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17164"
"3523","Svalbard and Jan Mayen","C17178","SJM","['SVALBARD AND JAN MAYEN']","Svalbard and Jan Mayen","Islands between the Arctic Ocean, Barents Sea, Greenland Sea, and Norwegian Sea, northeast of Iceland and north of Norway.","False","03714e3e-923e-4876-934b-a0ff6bde190b","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17178"
"3524","Solomon Islands","C17148","SLB","['SOLOMON ISLANDS']","Solomon Islands","A group of islands in the South Pacific Ocean, east of Papua New Guinea.","False","2e69bb0c-0179-465d-8c61-f850ad030dfd","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17148"
"3525","Sierra Leone","C17130","SLE","['SIERRA LEONE']","Sierra Leone","A country in Western Africa, bordering the North Atlantic Ocean, between Guinea and Liberia.","False","58cc04de-b57f-4d53-b1e8-6584bd5fdbed","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17130"
"3526","El Salvador","C16532","SLV","['EL SALVADOR']","El Salvador","A country in Central America, bordering the North Pacific Ocean, between Guatemala and Honduras.","False","ca1ddfd5-e300-465d-bde7-d696f0b30462","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C16532"
"3527","San Marino","C17115","SMR","['SAN MARINO']","San Marino","A country in Southern Europe, an enclave in central Italy.","False","33a0bafe-4434-4546-9bf3-0305b0a44e5c","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17115"
"3528","Somalia","C17149","SOM","['SOMALIA']","Somalia","A country in Eastern Africa, bordering the Gulf of Aden and the Indian Ocean, east of Ethiopia.","False","a217ef8b-af8f-43f6-b873-a31288eba807","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17149"
"3529","Saint Pierre and Miquelon","C17165","SPM","['SAINT PIERRE AND MIQUELON']","Saint Pierre and Miquelon","A country in Northern North America, comprised of islands in the North Atlantic Ocean, south of Newfoundland (Canada).","False","d78e582b-0b4a-4fca-b56d-126b9769be73","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17165"
"3530","Sao Tome and Principe","C17116","STP","['SAO TOME AND PRINCIPE']","Sao Tome and Principe","A country in Western Africa, comprised of islands in the Gulf of Guinea, straddling the Equator, west of Gabon.","False","effd5d7f-f3ff-4b09-be11-2cf92c008591","dataset/cdisc/ct/sc/2007-05-31/sdtm/C66786/C17116"
